suj,bloc,StimDiff,cue,attend,correct,rt
p002,late,0.126,pre,first,1,0.389981985092163
p002,jittered,0.126,pre,first,1,0.485610008239746
p002,jittered,0.126,pre,first,1,0.763814926147461
p002,jittered,0.126,pre,first,1,0.522998094558716
p002,jittered,0.126,pre,second,1,0.44643497467041
p002,jittered,0.126,retro,first,1,0.527882099151611
p002,jittered,0.126,retro,first,1,0.703742027282715
p002,jittered,0.126,retro,first,1,0.659371137619019
p002,jittered,0.126,pre,second,0,0.40437388420105
p002,jittered,0.126,pre,first,1,1.0218939781189
p002,jittered,0.126,retro,second,1,0.430602073669434
p002,jittered,0.126,retro,first,0,0.368584156036377
p002,jittered,0.126,retro,second,1,0.43894100189209
p002,jittered,0.126,pre,second,1,0.611582040786743
p002,jittered,0.126,pre,second,1,1.12931990623474
p002,jittered,0.126,pre,second,1,0.645299911499023
p002,jittered,0.126,retro,second,1,0.72792387008667
p002,jittered,0.126,pre,second,1,1.23259902000427
p002,jittered,0.126,retro,second,0,0.871145009994507
p002,jittered,0.126,pre,second,1,0.519261121749878
p002,jittered,0.126,retro,first,1,0.448460817337036
p002,jittered,0.126,retro,first,1,0.3730628490448
p002,jittered,0.126,pre,first,1,0.565170049667358
p002,jittered,0.126,pre,first,1,0.40503191947937
p002,jittered,0.126,retro,second,1,0.714986085891724
p002,jittered,0.126,retro,second,1,0.396919012069702
p002,jittered,0.126,pre,second,1,0.440687894821167
p002,jittered,0.126,retro,second,1,0.379757881164551
p002,jittered,0.126,retro,first,1,0.440634965896606
p002,jittered,0.126,retro,first,1,0.410734176635742
p002,jittered,0.126,pre,first,1,0.653162956237793
p002,jittered,0.126,pre,first,1,0.478051900863647
p002,jittered,0.126,retro,second,1,0.498162984848022
p002,early,0.126,retro,first,1,0.519024133682251
p002,early,0.126,retro,second,1,0.460338830947876
p002,early,0.126,pre,second,1,0.439158916473389
p002,early,0.126,retro,second,1,0.694615125656128
p002,early,0.126,retro,second,1,0.446547031402588
p002,early,0.126,retro,second,1,0.425538063049316
p002,early,0.126,retro,second,1,0.528928995132446
p002,early,0.126,pre,first,1,0.389345169067383
p002,early,0.126,retro,first,1,0.408807039260864
p002,early,0.126,pre,second,1,0.442609071731567
p002,early,0.126,pre,second,1,0.448058128356934
p002,early,0.126,retro,second,1,0.417325973510742
p002,early,0.126,pre,first,1,0.586683034896851
p002,early,0.126,retro,second,1,0.514062166213989
p002,early,0.126,pre,first,1,0.398896932601929
p002,early,0.126,retro,first,1,1.39547896385193
p002,early,0.126,retro,first,1,0.463644027709961
p002,early,0.126,retro,first,1,0.353402853012085
p002,early,0.126,pre,first,1,0.413445949554443
p002,early,0.126,retro,second,1,0.364114046096802
p002,early,0.126,pre,second,1,0.452905893325806
p002,early,0.126,pre,second,1,0.396929025650024
p002,early,0.126,pre,second,1,1.45357799530029
p002,early,0.126,pre,second,1,0.482431888580322
p002,early,0.126,pre,first,1,0.361045837402344
p002,early,0.126,pre,first,1,1.2523090839386
p002,early,0.126,pre,first,1,0.423320055007935
p002,early,0.126,retro,first,1,0.553505897521973
p002,early,0.126,retro,first,1,0.388427019119263
p002,early,0.126,retro,first,1,0.405586957931519
p002,early,0.126,pre,second,1,0.397433996200562
p002,early,0.126,pre,first,1,0.346343994140625
p002,jittered,0.126,pre,first,1,0.519627094268799
p002,jittered,0.126,retro,second,1,0.401848077774048
p002,jittered,0.126,retro,first,1,0.396909952163696
p002,jittered,0.126,pre,second,1,0.542737007141113
p002,jittered,0.126,retro,first,1,0.471827030181885
p002,jittered,0.126,pre,second,1,0.424064874649048
p002,jittered,0.126,pre,second,1,0.694947004318237
p002,jittered,0.126,retro,second,1,0.758225917816162
p002,jittered,0.126,pre,first,1,0.560003995895386
p002,jittered,0.126,retro,first,1,0.418182849884033
p002,jittered,0.126,pre,second,1,0.473299980163574
p002,jittered,0.126,retro,first,1,0.42595100402832
p002,jittered,0.126,retro,second,1,0.522871971130371
p002,jittered,0.126,pre,second,1,0.47796106338501
p002,jittered,0.126,pre,second,1,0.581699848175049
p002,jittered,0.126,retro,second,1,0.429576873779297
p002,jittered,0.126,retro,second,1,0.767527103424072
p002,jittered,0.126,retro,second,1,0.506366968154907
p002,jittered,0.126,retro,first,1,0.838675975799561
p002,jittered,0.126,pre,first,1,0.767513036727905
p002,jittered,0.126,pre,first,1,0.447256088256836
p002,jittered,0.126,retro,second,1,0.510549068450928
p002,jittered,0.126,pre,second,1,0.496693134307861
p002,jittered,0.126,retro,first,1,0.384178161621094
p002,jittered,0.126,retro,first,1,0.423234939575195
p002,jittered,0.126,pre,first,1,0.426712989807129
p002,jittered,0.126,retro,first,1,0.410676002502441
p002,jittered,0.126,pre,second,0,0.450793027877808
p002,jittered,0.126,pre,first,1,0.567322969436646
p002,jittered,0.126,pre,first,1,0.454319000244141
p002,jittered,0.126,pre,first,1,0.458648920059204
p002,jittered,0.126,retro,second,1,0.448569059371948
p003,jittered,0.068,retro,second,1,0.986971855163574
p003,jittered,0.068,retro,second,1,0.457573175430298
p003,jittered,0.068,pre,second,1,0.437274932861328
p003,jittered,0.068,pre,second,1,0.423406839370728
p003,jittered,0.068,retro,second,1,0.39718222618103
p003,jittered,0.068,pre,first,1,0.554117918014526
p003,jittered,0.068,retro,first,1,0.478190898895264
p003,jittered,0.068,pre,second,1,0.359281063079834
p003,jittered,0.068,pre,second,0,0.37984299659729
p003,jittered,0.068,pre,second,1,0.613010168075562
p003,jittered,0.068,pre,first,1,0.672653913497925
p003,jittered,0.068,pre,second,1,0.43785285949707
p003,jittered,0.068,pre,second,1,0.418883800506592
p003,jittered,0.068,retro,first,1,0.482615947723389
p003,jittered,0.068,retro,first,1,0.457998991012573
p003,jittered,0.068,retro,second,1,0.501200914382935
p003,jittered,0.068,pre,first,1,0.390216112136841
p003,jittered,0.068,retro,first,1,0.597702980041504
p003,jittered,0.068,pre,first,1,0.5520339012146
p003,jittered,0.068,retro,first,1,0.445023059844971
p003,jittered,0.068,retro,first,1,0.48347806930542
p003,jittered,0.068,retro,second,1,0.422683000564575
p003,jittered,0.068,retro,second,1,0.529636144638062
p003,jittered,0.068,retro,second,1,0.517602920532227
p003,jittered,0.068,pre,first,1,0.449949026107788
p003,jittered,0.068,pre,first,1,0.511046171188354
p003,jittered,0.068,pre,first,1,0.425687074661255
p003,jittered,0.068,pre,first,1,1.15036487579346
p003,jittered,0.068,retro,first,1,0.598002910614014
p003,jittered,0.068,retro,second,1,0.399883031845093
p003,jittered,0.068,pre,second,1,0.403164863586426
p003,jittered,0.068,retro,first,1,0.521836042404175
p003,jittered,0.068,retro,first,1,0.461066007614136
p003,jittered,0.068,pre,second,1,0.433974027633667
p003,jittered,0.068,pre,second,0,0.520864963531494
p003,jittered,0.068,pre,second,0,0.586102962493896
p003,jittered,0.068,retro,first,0,0.856897115707397
p003,jittered,0.068,retro,second,0,0.585274934768677
p003,jittered,0.068,retro,first,0,0.73991584777832
p003,jittered,0.068,pre,first,1,0.54957914352417
p003,jittered,0.068,retro,second,1,0.562763929367065
p003,jittered,0.068,pre,first,1,0.569420099258423
p003,jittered,0.068,pre,second,1,0.412679195404053
p003,jittered,0.068,pre,first,1,0.570554971694946
p003,jittered,0.068,retro,second,1,0.670403003692627
p003,jittered,0.068,retro,second,1,0.5330810546875
p003,jittered,0.068,retro,second,1,0.457283973693848
p003,jittered,0.068,retro,second,0,0.730484008789062
p003,jittered,0.068,retro,first,1,0.531846046447754
p003,jittered,0.068,pre,first,1,0.420218944549561
p003,jittered,0.068,pre,first,1,0.517644166946411
p003,jittered,0.068,pre,second,1,0.450680017471313
p003,jittered,0.068,retro,first,1,0.423712968826294
p003,jittered,0.068,retro,second,1,0.424959897994995
p003,jittered,0.068,pre,second,1,0.408154964447021
p003,jittered,0.068,pre,second,1,0.500303983688354
p003,jittered,0.068,retro,second,1,0.464349985122681
p003,jittered,0.068,retro,first,1,0.428499937057495
p003,jittered,0.068,retro,first,1,0.669031143188477
p003,jittered,0.068,pre,first,1,0.712667942047119
p003,jittered,0.068,retro,first,1,0.644862174987793
p003,jittered,0.068,pre,second,1,0.402752876281738
p003,jittered,0.068,pre,first,1,0.412137031555176
p003,jittered,0.068,pre,first,1,0.676149129867554
p003,late,0.068,retro,second,1,0.401165962219238
p003,late,0.068,retro,second,1,0.432188987731934
p003,late,0.068,pre,second,1,0.444040060043335
p003,late,0.068,retro,first,1,0.522438049316406
p003,late,0.068,pre,second,1,0.350033044815063
p003,late,0.068,pre,second,1,0.412312984466553
p003,late,0.068,retro,second,1,0.368699073791504
p003,late,0.068,retro,first,1,0.428925037384033
p003,late,0.068,pre,second,1,0.414330959320068
p003,late,0.068,retro,first,1,0.509330034255981
p003,late,0.068,pre,first,1,0.429601907730103
p003,late,0.068,retro,second,1,0.51813817024231
p003,late,0.068,pre,second,1,0.518029928207397
p003,late,0.068,pre,first,1,0.452695846557617
p003,late,0.068,retro,second,1,0.609699964523315
p003,late,0.068,retro,first,1,0.384552001953125
p003,late,0.068,retro,second,1,0.704551935195923
p003,late,0.068,retro,second,1,0.365186929702759
p003,late,0.068,pre,first,1,0.385083198547363
p003,late,0.068,retro,first,1,0.377161026000977
p003,late,0.068,pre,second,1,0.37000298500061
p003,late,0.068,retro,first,1,0.634122848510742
p003,late,0.068,retro,first,1,0.449742078781128
p003,late,0.068,pre,first,1,0.559099912643433
p003,late,0.068,pre,first,1,1.15565991401672
p003,late,0.068,pre,second,1,0.531874895095825
p003,late,0.068,pre,second,1,0.518835783004761
p003,late,0.068,pre,first,1,0.647385120391846
p003,late,0.068,retro,first,0,0.602158069610596
p003,late,0.068,pre,first,1,0.430382013320923
p003,late,0.068,retro,second,1,0.41088604927063
p003,late,0.068,pre,first,1,0.570763111114502
p003,early,0.068,pre,first,1,0.406414985656738
p003,early,0.068,retro,second,1,0.444939136505127
p003,early,0.068,retro,second,1,0.422001123428345
p003,early,0.068,retro,first,1,0.559338092803955
p003,early,0.068,retro,second,1,0.384665966033936
p003,early,0.068,pre,first,1,0.551591157913208
p003,early,0.068,retro,first,1,0.537424087524414
p003,early,0.068,retro,second,1,0.482496023178101
p003,early,0.068,pre,first,1,0.564503908157349
p003,early,0.068,retro,first,1,0.360803127288818
p003,early,0.068,pre,second,1,1.04534411430359
p003,early,0.068,retro,first,1,0.364498853683472
p003,early,0.068,retro,second,1,0.490036964416504
p003,early,0.068,retro,first,1,0.551023006439209
p003,early,0.068,retro,first,1,0.485676050186157
p003,early,0.068,pre,second,1,0.449803113937378
p003,early,0.068,pre,second,0,0.557576894760132
p003,early,0.068,retro,second,1,0.531258106231689
p003,early,0.068,pre,second,1,0.422399997711182
p003,early,0.068,pre,second,1,0.505429029464722
p003,early,0.068,pre,first,1,0.477524995803833
p003,early,0.068,pre,second,1,0.670212030410767
p003,early,0.068,retro,second,1,0.482213973999023
p003,early,0.068,pre,second,1,0.372512102127075
p003,early,0.068,pre,first,1,0.387017011642456
p003,early,0.068,pre,second,1,0.452749967575073
p003,early,0.068,retro,second,1,0.463255167007446
p003,early,0.068,pre,first,1,0.642884016036987
p003,early,0.068,pre,first,1,0.437863826751709
p003,early,0.068,pre,first,1,0.38909912109375
p003,early,0.068,retro,first,1,0.666953802108765
p003,early,0.068,retro,first,1,0.679888963699341
p004,jittered,0.09,pre,second,0,1.77832698822021
p004,jittered,0.09,retro,second,0,0.963913917541504
p004,jittered,0.09,retro,first,1,0.424926042556763
p004,jittered,0.09,pre,first,1,0.36453104019165
p004,jittered,0.09,retro,second,1,0.639944076538086
p004,jittered,0.09,retro,first,1,0.272481918334961
p004,jittered,0.09,retro,first,0,0.325083017349243
p004,jittered,0.09,retro,second,1,0.672574043273926
p004,jittered,0.09,retro,second,1,0.498093128204346
p004,jittered,0.09,pre,first,0,2.13350892066956
p004,jittered,0.09,retro,second,0,0.612560033798218
p004,jittered,0.09,pre,second,1,0.472240924835205
p004,jittered,0.09,retro,first,1,0.397250175476074
p004,jittered,0.09,retro,second,1,0.445284843444824
p004,jittered,0.09,pre,second,1,0.570421934127808
p004,jittered,0.09,retro,second,1,0.426268100738525
p004,jittered,0.09,retro,first,1,0.561308145523071
p004,jittered,0.09,pre,second,1,0.468245029449463
p004,jittered,0.09,pre,first,1,0.672374963760376
p004,jittered,0.09,retro,first,1,0.41750693321228
p004,jittered,0.09,pre,second,1,0.740164041519165
p004,jittered,0.09,pre,first,1,0.752063035964966
p004,jittered,0.09,retro,first,1,0.367163896560669
p004,jittered,0.09,pre,second,1,0.756393909454346
p004,jittered,0.09,pre,first,1,0.60851788520813
p004,jittered,0.09,pre,first,1,0.404538869857788
p004,jittered,0.09,pre,second,1,0.514721870422363
p004,jittered,0.09,pre,second,1,0.565157890319824
p004,jittered,0.09,pre,first,1,0.666421890258789
p004,jittered,0.09,retro,first,1,0.478188037872314
p004,jittered,0.09,pre,first,1,0.718149185180664
p004,jittered,0.09,retro,second,1,1.2736918926239
p004,early,0.09,retro,second,1,0.369086980819702
p004,early,0.09,pre,first,1,0.436450004577637
p004,early,0.09,retro,first,1,0.436572074890137
p004,early,0.09,pre,second,1,0.561609983444214
p004,early,0.09,retro,second,1,0.439209938049316
p004,early,0.09,retro,first,1,0.780788898468018
p004,early,0.09,pre,first,1,0.451859951019287
p004,early,0.09,pre,first,0,0.846158981323242
p004,early,0.09,pre,second,0,0.818727970123291
p004,early,0.09,pre,first,1,0.431046962738037
p004,early,0.09,pre,first,1,0.42408299446106
p004,early,0.09,retro,first,1,0.344602108001709
p004,early,0.09,retro,first,1,0.410989046096802
p004,early,0.09,retro,second,1,0.384111881256104
p004,early,0.09,pre,second,1,0.398022890090942
p004,early,0.09,retro,second,1,0.416428804397583
p004,early,0.09,retro,first,1,0.372789144515991
p004,early,0.09,retro,second,1,0.302042007446289
p004,early,0.09,pre,second,1,0.807887077331543
p004,early,0.09,pre,first,1,0.345027923583984
p004,early,0.09,retro,second,1,0.531400918960571
p004,early,0.09,pre,second,1,0.368588209152222
p004,early,0.09,retro,second,0,0.721745014190674
p004,early,0.09,pre,first,1,0.310312986373901
p004,early,0.09,retro,first,0,0.356456995010376
p004,early,0.09,retro,first,1,0.451854944229126
p004,early,0.09,pre,first,1,0.366839170455933
p004,early,0.09,retro,second,1,0.479933977127075
p004,early,0.09,pre,second,0,0.588109016418457
p004,early,0.09,pre,second,1,0.592939138412476
p004,early,0.09,pre,second,1,0.544029951095581
p004,early,0.09,retro,first,1,0.356446027755737
p004,jittered,0.09,pre,second,1,0.378092050552368
p004,jittered,0.09,retro,second,1,0.509801149368286
p004,jittered,0.09,pre,second,1,0.822245121002197
p004,jittered,0.09,pre,second,1,0.54460597038269
p004,jittered,0.09,retro,first,1,0.411710023880005
p004,jittered,0.09,retro,first,1,0.353794097900391
p004,jittered,0.09,pre,first,1,0.470979928970337
p004,jittered,0.09,pre,first,1,0.428969144821167
p004,jittered,0.09,pre,second,1,0.476319074630737
p004,jittered,0.09,retro,second,1,0.500586986541748
p004,jittered,0.09,retro,first,1,0.498770952224731
p004,jittered,0.09,retro,first,1,0.567725896835327
p004,jittered,0.09,pre,second,1,0.457581996917725
p004,jittered,0.09,pre,first,1,0.639083862304688
p004,jittered,0.09,retro,first,1,0.530060052871704
p004,jittered,0.09,pre,first,1,0.881232023239136
p004,jittered,0.09,pre,second,1,0.523539066314697
p004,jittered,0.09,pre,second,1,0.509151935577393
p004,jittered,0.09,pre,first,1,0.397783041000366
p004,jittered,0.09,retro,second,1,0.448369026184082
p004,jittered,0.09,pre,second,1,0.3785240650177
p004,jittered,0.09,pre,first,1,0.422078847885132
p004,jittered,0.09,pre,first,1,0.397203922271729
p004,jittered,0.09,retro,second,1,0.488234043121338
p004,jittered,0.09,pre,first,1,0.461307048797607
p004,jittered,0.09,retro,first,1,0.489236116409302
p004,jittered,0.09,retro,first,1,0.446945905685425
p004,jittered,0.09,retro,second,1,0.571140050888062
p004,jittered,0.09,retro,first,1,0.346452951431274
p004,jittered,0.09,retro,second,1,0.348484039306641
p004,jittered,0.09,retro,second,1,0.413134813308716
p004,jittered,0.09,retro,second,1,0.448601007461548
p004,late,0.09,retro,second,1,0.344146966934204
p004,late,0.09,pre,second,1,0.341286897659302
p004,late,0.09,retro,first,1,0.42863917350769
p004,late,0.09,pre,first,1,0.390445947647095
p004,late,0.09,retro,second,1,0.358237028121948
p004,late,0.09,retro,first,1,0.399618864059448
p004,late,0.09,retro,first,1,0.45088791847229
p004,late,0.09,retro,second,1,0.42592716217041
p004,late,0.09,retro,first,1,0.856761932373047
p004,late,0.09,pre,second,1,0.437602043151855
p004,late,0.09,retro,second,1,1.34184002876282
p004,late,0.09,retro,second,1,0.444311857223511
p004,late,0.09,pre,first,1,0.356791019439697
p004,late,0.09,pre,second,0,0.725967884063721
p004,late,0.09,pre,first,1,0.424069881439209
p004,late,0.09,retro,first,1,0.393179893493652
p004,late,0.09,pre,second,0,0.660062074661255
p004,late,0.09,retro,first,1,0.333676815032959
p004,late,0.09,pre,second,1,0.464664936065674
p004,late,0.09,retro,second,1,0.300318956375122
p004,late,0.09,pre,first,1,0.340974807739258
p004,late,0.09,pre,second,1,0.327885150909424
p004,late,0.09,pre,second,1,0.662083864212036
p004,late,0.09,pre,first,1,0.409044981002808
p004,late,0.09,retro,second,1,0.408390045166016
p004,late,0.09,pre,first,1,0.408683061599731
p004,late,0.09,pre,second,1,0.410032033920288
p004,late,0.09,retro,first,1,0.550536155700684
p004,late,0.09,pre,first,1,0.474982023239136
p004,late,0.09,retro,second,1,0.548923969268799
p004,late,0.09,retro,first,1,0.422059059143066
p004,late,0.09,pre,first,1,0.567694902420044
p005,early,0.15,retro,second,1,0.981713056564331
p005,early,0.15,pre,second,0,1.79266214370728
p005,early,0.15,retro,second,0,0.690152883529663
p005,early,0.15,retro,first,1,0.700003862380981
p005,early,0.15,pre,first,0,3.11402988433838
p005,early,0.15,retro,first,1,0.734158992767334
p005,early,0.15,pre,first,1,0.868430852890015
p005,early,0.15,pre,second,1,0.620558977127075
p005,early,0.15,pre,second,1,0.721859931945801
p005,early,0.15,pre,first,0,0.932130098342896
p005,early,0.15,retro,second,1,0.592710971832275
p005,early,0.15,retro,first,0,2.0740909576416
p005,early,0.15,retro,second,1,0.604308843612671
p005,early,0.15,pre,second,0,3.37647795677185
p005,early,0.15,pre,second,0,1.05370402336121
p005,early,0.15,retro,first,1,0.479367017745972
p005,early,0.15,pre,second,1,0.661115884780884
p005,early,0.15,pre,first,1,0.524224042892456
p005,early,0.15,pre,second,1,0.651500940322876
p005,early,0.15,pre,first,1,0.664881944656372
p005,early,0.15,retro,second,1,1.21009492874146
p005,early,0.15,retro,first,0,1.60745406150818
p005,early,0.15,pre,second,0,0.682878017425537
p005,early,0.15,retro,second,0,0.822864770889282
p005,early,0.15,pre,first,0,0.735586166381836
p005,early,0.15,retro,first,0,0.686404943466187
p005,early,0.15,pre,first,1,0.666155099868774
p005,early,0.15,retro,first,1,0.721095085144043
p005,early,0.15,retro,second,1,0.765110969543457
p005,early,0.15,retro,second,0,1.17802691459656
p005,early,0.15,pre,first,0,0.888906002044678
p005,early,0.15,retro,first,1,0.824921131134033
p005,late,0.15,retro,second,0,0.886669874191284
p005,late,0.15,pre,second,1,1.6057071685791
p005,late,0.15,retro,first,1,0.874588966369629
p005,late,0.15,pre,second,1,0.639930009841919
p005,late,0.15,pre,second,1,0.720900058746338
p005,late,0.15,retro,second,1,0.580122947692871
p005,late,0.15,pre,first,1,0.712809085845947
p005,late,0.15,pre,second,1,0.56252384185791
p005,late,0.15,pre,first,0,1.17848205566406
p005,late,0.15,retro,first,0,0.653233051300049
p005,late,0.15,retro,first,1,0.680536985397339
p005,late,0.15,retro,first,0,1.05773401260376
p005,late,0.15,pre,first,0,2.91275596618652
p005,late,0.15,pre,first,0,0.59293794631958
p005,late,0.15,pre,first,1,0.71284008026123
